dependents:c5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 376,9.1785(****),1.3193(**),-3.0609(****),--,-48.5321(****),--,--,--,1.5519(****),0.0279(),-0.1488(****),-0.0898(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3862(****),True,True,0.12381597917088594,143508
Model 377,17.4461(****),1.7529(****),-6.3596(****),--,--,-8.3650(****),--,--,1.5507(****),0.1670(****),-0.2504(****),-0.0745(****),0.0197(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4169(****),False,False,0.21988091219894013,143508
Model 378,14.9871(****),1.9611(****),-4.6331(****),--,--,-6.2805(****),--,--,1.8655(****),0.0921(****),-0.0973(***),-0.0670(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4069(****),True,False,0.18538698652826457,143508
Model 379,10.6884(****),-0.1045(),-4.7137(****),--,--,-4.8234(**),--,--,1.1248(****),0.0661(****),-0.3062(****),-0.0997(****),0.0252(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3756(****),False,True,0.16172436003910073,143508
Model 380,9.1062(****),0.5859(),-3.1279(****),--,--,-2.2346(),--,--,1.5466(****),0.0260(),-0.1477(****),-0.0894(****),0.0307(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3621(****),True,True,0.12341742864342808,143508
Model 381,17.5446(****),1.5934(***),-6.3089(****),--,--,--,-9.7982(*),--,1.5646(****),0.1699(****),-0.2512(****),-0.0741(****),0.0197(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4164(****),False,False,0.21851559245606111,142341
Model 382,15.1289(****),1.9921(****),-4.6153(****),--,--,--,-16.7272(**),--,1.8813(****),0.0948(****),-0.0972(***),-0.0668(****),0.0247(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4086(****),True,False,0.1840610676340223,142341
Model 383,10.7683(****),0.0563(),-4.6126(****),--,--,--,-26.0347(****),--,1.1305(****),0.0682(****),-0.3085(****),-0.1001(****),0.0255(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3777(****),False,True,0.161515747924177,142341
Model 384,9.2850(****),0.8181(),-3.0896(****),--,--,--,-21.7697(****),--,1.5544(****),0.0280(),-0.1486(****),-0.0896(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3642(****),True,True,0.12302149485320668,142341
Model 385,17.4594(****),2.0259(****),-6.3696(****),--,--,--,--,-3.5288(****),1.5386(****),0.1699(****),-0.2496(****),-0.0739(****),0.0196(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4158(****),False,False,0.21989265982137673,143508
Model 386,14.6548(****),1.6965(***),-4.6619(****),--,--,--,--,-0.4838(),1.8689(****),0.0921(****),-0.0967(***),-0.0666(****),0.0244(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4061(****),True,False,0.18530009701041472,143508
Model 387,10.7599(****),0.0951(),-4.7246(****),--,--,--,--,-2.2835(***),1.1174(****),0.0677(****),-0.3061(****),-0.0992(****),0.0253(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3751(****),False,True,0.16174385204819453,143508
Model 388,8.8968(****),0.3941(),-3.1323(****),--,--,--,--,0.2985(),1.5475(****),0.0254(),-0.1476(****),-0.0894(****),0.0307(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3616(****),True,True,0.12340639889252314,143508
Model 389,17.3325(****),-0.1924(),--,-422.2699(****),83.6708(****),--,--,--,1.6326(****),0.1703(****),-0.2477(****),-0.0676(****),0.0205(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4254(****),False,False,0.21712460115436116,142341
Model 390,14.8521(****),0.7318(),--,-271.8949(****),35.2810(*),--,--,--,1.9191(****),0.0974(****),-0.0960(***),-0.0642(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4239(****),True,False,0.18334055276699035,142341
Model 391,10.2880(****),-0.9466(*),--,-114.2917(*),-21.7167(),--,--,--,1.1597(****),0.0658(***),-0.3102(****),-0.0972(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4011(****),False,True,0.16082328737420404,142341
Model 392,8.9042(****),0.2892(),--,-44.3062(),-38.8914(**),--,--,--,1.5710(****),0.0279(),-0.1501(****),-0.0888(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3879(****),True,True,0.12287599487683232,142341
Model 393,17.6359(****),0.0980(),--,-129.1973(****),--,-1.9771(),--,--,1.6595(****),0.1717(****),-0.2463(****),-0.0672(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4364(****),False,False,0.21693406511662294,142341
Model 394,14.9603(****),0.8471(*),--,-152.6551(****),--,-0.3055(),--,--,1.9288(****),0.0977(****),-0.0952(***),-0.0639(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4291(****),True,False,0.1833036256696935,142341
Model 395,9.9762(****),-1.1232(**),--,-234.7749(****),--,6.6407(***),--,--,1.1518(****),0.0664(***),-0.3108(****),-0.0973(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4022(****),False,True,0.16087984343608908,142341
Model 396,8.5714(****),0.0450(),--,-220.3685(****),--,6.6644(***),--,--,1.5671(****),0.0284(),-0.1502(****),-0.0887(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3867(****),True,True,0.12290214181281867,142341
Model 397,17.5465(****),0.0439(),--,-147.1650(****),--,--,2.4525(),--,1.6578(****),0.1719(****),-0.2465(****),-0.0672(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4378(****),False,False,0.21692941548091538,142341
Model 398,15.0262(****),0.9136(*),--,-146.5361(****),--,--,-7.3332(),--,1.9320(****),0.0979(****),-0.0947(***),-0.0639(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4295(****),True,False,0.1833138566620045,142341
Model 399,10.3479(****),-0.9132(*),--,-168.5437(****),--,--,-12.4654(*),--,1.1610(****),0.0659(***),-0.3098(****),-0.0972(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3978(****),False,True,0.16084109809849378,142341
Model 400,8.9889(****),0.2893(),--,-159.7206(****),--,--,-12.0483(*),--,1.5687(****),0.0284(),-0.1498(****),-0.0888(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3826(****),True,True,0.12285833196716367,142341
Model 401,17.7668(****),0.3835(),--,-123.1895(****),--,--,--,-2.0843(**),1.6517(****),0.1735(****),-0.2461(****),-0.0671(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4358(****),False,False,0.2169830308997781,142341
Model 402,14.8393(****),0.6724(),--,-166.8639(****),--,--,--,1.1965(),1.9314(****),0.0966(****),-0.0954(***),-0.0638(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4306(****),True,False,0.18332137482404465,142341
Model 403,10.3080(****),-0.9760(*),--,-184.5287(****),--,--,--,-0.1795(),1.1572(****),0.0663(***),-0.3101(****),-0.0971(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3981(****),False,True,0.16080985324500208,142341
Model 404,8.6499(****),-0.1093(),--,-194.6675(****),--,--,--,2.1667(**),1.5700(****),0.0270(),-0.1503(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3848(****),True,True,0.12289088232673573,142341
Model 405,17.3371(****),-0.1864(),--,--,-16.3049(**),-7.0029(****),--,--,1.6615(****),0.1669(****),-0.2427(****),-0.0665(****),0.0200(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4307(****),False,False,0.21803598417918513,143508
Model 406,14.8348(****),0.7236(),--,--,-27.3049(****),-4.9215(**),--,--,1.9286(****),0.0946(****),-0.0933(***),-0.0636(****),0.0244(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4268(****),True,False,0.1845056225804802,143508
Model 407,9.9522(****),-1.1042(*),--,--,-51.5968(****),0.1972(),--,--,1.1626(****),0.0622(***),-0.3073(****),-0.0969(****),0.0259(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4033(****),False,True,0.16108631826395436,143508
Model 408,8.6851(****),0.1575(),--,--,-50.8560(****),1.0842(),--,--,1.5692(****),0.0251(),-0.1484(****),-0.0886(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3890(****),True,True,0.12335576973114537,143508
Model 409,17.6295(****),-0.1524(),--,--,-23.0496(***),--,-2.5661(),--,1.6716(****),0.1701(****),-0.2443(****),-0.0665(****),0.0200(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4332(****),False,False,0.21674216535584745,142341
Model 410,15.0614(****),0.7776(),--,--,-28.2614(****),--,-8.4071(),--,1.9401(****),0.0970(****),-0.0938(***),-0.0635(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4281(****),True,False,0.18319064518513384,142341
Model 411,10.3475(****),-0.8872(*),--,--,-46.4040(****),--,-10.6639(),--,1.1669(****),0.0646(***),-0.3095(****),-0.0972(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4020(****),False,True,0.1608156314002347,142341
Model 412,8.9749(****),0.3462(),--,--,-46.5499(****),--,-8.7161(),--,1.5736(****),0.0274(),-0.1497(****),-0.0888(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3880(****),True,True,0.12288647838997868,142341
Model 413,17.3566(****),0.0659(),--,--,-17.3517(**),--,--,-2.9802(****),1.6516(****),0.1695(****),-0.2422(****),-0.0661(****),0.0199(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4303(****),False,False,0.2180495118547242,143508
Model 414,14.4979(****),0.4447(),--,--,-33.0900(****),--,--,0.4600(),1.9349(****),0.0942(****),-0.0928(***),-0.0632(****),0.0243(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4293(****),True,False,0.18445639971518069,143508
Model 415,10.0528(****),-1.0083(*),--,--,-50.0127(****),--,--,-0.5365(),1.1614(****),0.0627(***),-0.3072(****),-0.0968(****),0.0260(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4027(****),False,True,0.16109024495772106,143508
Model 416,8.4811(****),-0.0872(),--,--,-54.7774(****),--,--,1.9390(**),1.5727(****),0.0237(),-0.1486(****),-0.0887(****),0.0308(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3910(****),True,True,0.12340521756530576,143508
Model 417,17.8473(****),-0.1696(),--,--,--,-7.6017(****),-4.5682(),--,1.6670(****),0.1677(****),-0.2439(****),-0.0666(****),0.0199(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4224(****),False,False,0.21677903751512606,142341
Model 418,15.1912(****),0.6216(),--,--,--,-5.5075(***),-13.3445(*),--,1.9295(****),0.0952(****),-0.0942(***),-0.0638(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4145(****),True,False,0.1831391602926954,142341
Model 419,10.5205(****),-1.4061(**),--,--,--,-1.9732(),-26.5374(****),--,1.1802(****),0.0619(***),-0.3051(****),-0.0958(****),0.0257(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3798(****),False,True,0.16046455241286395,142341
Model 420,8.9725(****),-0.2542(),--,--,--,-0.7181(),-21.9011(****),--,1.5714(****),0.0254(),-0.1483(****),-0.0884(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3663(****),True,True,0.12255252272659967,142341
Model 421,17.5981(****),0.0452(),--,--,--,-6.4198(****),--,-2.7014(****),1.6481(****),0.1673(****),-0.2420(****),-0.0662(****),0.0199(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4221(****),False,False,0.21808506015521112,143508
Model 422,14.7137(****),0.2591(),--,--,--,-6.9842(****),--,0.3440(),1.9194(****),0.0920(****),-0.0938(***),-0.0637(****),0.0243(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4127(****),True,False,0.18439424800545734,143508
Model 423,10.4303(****),-1.4796(***),--,--,--,-3.4460(*),--,-1.7490(**),1.1699(****),0.0610(***),-0.3028(****),-0.0950(****),0.0255(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3773(****),False,True,0.16065512514312064,143508
Model 424,8.6133(****),-0.6708(),--,--,--,-2.8527(),--,0.6582(),1.5649(****),0.0227(),-0.1474(****),-0.0882(****),0.0307(***),0.0020(****),0.0000(),-0.0004(****),0.0004(*),0.3640(****),True,True,0.12293964730511864,143508
Model 425,17.8865(****),0.0917(),--,--,--,--,-6.1928(),-3.1609(****),1.6571(****),0.1705(****),-0.2432(****),-0.0661(****),0.0199(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4217(****),False,False,0.2167934414154702,142341
Model 426,14.9692(****),0.3591(),--,--,--,--,-17.1381(**),0.1913(),1.9353(****),0.0948(****),-0.0935(***),-0.0635(****),0.0244(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4144(****),True,False,0.18307725711751632,142341
Model 427,10.6048(****),-1.2504(**),--,--,--,--,-26.1039(****),-1.3588(*),1.1759(****),0.0630(***),-0.3052(****),-0.0956(****),0.0257(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3797(****),False,True,0.1604821613560704,142341
Model 428,8.8295(****),-0.4529(),--,--,--,--,-24.1737(****),1.0748(),1.5737(****),0.0243(),-0.1482(****),-0.0884(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3663(****),True,True,0.12256754449496621,142341
Model 429,17.6826(****),--,-5.9329(****),-423.7142(****),94.9078(****),--,--,--,1.5347(****),0.1721(****),-0.2538(****),-0.0745(****),0.0205(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4176(****),False,False,0.2188559145573873,142341
Model 430,15.4934(****),--,-4.0776(****),-259.3210(****),40.2142(**),--,--,--,1.8769(****),0.0974(****),-0.0975(***),-0.0668(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4191(****),True,False,0.18415315002816124,142341
Model 431,10.7183(****),--,-4.3698(****),-130.9001(**),-10.4395(),--,--,--,1.1138(****),0.0717(****),-0.3129(****),-0.1010(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3964(****),False,True,0.16180019368589293,142341
Model 432,9.4959(****),--,-2.7454(****),-44.2454(),-33.6287(*),--,--,--,1.5562(****),0.0298(),-0.1498(****),-0.0897(****),0.0313(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3857(****),True,True,0.12327567027207909,142341
Model 433,18.1285(****),--,-5.8355(****),-84.9141(***),--,-2.7453(),--,--,1.5679(****),0.1736(****),-0.2517(****),-0.0739(****),0.0203(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4301(****),False,False,0.21861264763856936,142341
Model 434,15.6039(****),--,-4.0659(****),-129.5609(****),--,0.6997(),--,--,1.8893(****),0.0978(****),-0.0965(***),-0.0664(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4258(****),True,False,0.1841052737381106,142341
Model 435,10.4376(****),--,-4.3535(****),-205.4803(****),--,5.2998(**),--,--,1.1082(****),0.0721(****),-0.3134(****),-0.1011(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3982(****),False,True,0.16184206410786972,142341
Model 436,9.1092(****),--,-2.7983(****),-207.3426(****),--,6.9467(***),--,--,1.5524(****),0.0305(),-0.1500(****),-0.0897(****),0.0312(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3853(****),True,True,0.12332070258080652,142341
Model 437,17.9717(****),--,-5.8306(****),-112.5204(****),--,--,4.6206(),--,1.5647(****),0.1738(****),-0.2522(****),-0.0738(****),0.0203(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4320(****),False,False,0.21860553022038953,142341
Model 438,15.6828(****),--,-4.0547(****),-119.6581(****),--,--,-3.8847(),--,1.8906(****),0.0979(****),-0.0962(***),-0.0664(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4254(****),True,False,0.1841074685172147,142341
Model 439,10.7858(****),--,-4.3655(****),-149.1679(****),--,--,-11.1571(*),--,1.1159(****),0.0716(****),-0.3124(****),-0.1010(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3947(****),False,True,0.16182253541373126,142341
Model 440,9.5650(****),--,-2.7530(****),-144.6458(****),--,--,-9.8886(),--,1.5541(****),0.0303(),-0.1495(****),-0.0897(****),0.0313(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3811(****),True,True,0.12326022900414013,142341
Model 441,18.2381(****),--,-5.7987(****),-87.3006(****),--,--,--,-1.6177(*),1.5631(****),0.1753(****),-0.2514(****),-0.0736(****),0.0204(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4305(****),False,False,0.21863615171563644,142341
Model 442,15.4076(****),--,-4.1086(****),-145.6097(****),--,--,--,1.8194(**),1.8911(****),0.0961(****),-0.0971(***),-0.0664(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4271(****),True,False,0.1841478380818259,142341
Model 443,10.7718(****),--,-4.3852(****),-161.7248(****),--,--,--,-0.3540(),1.1119(****),0.0721(****),-0.3128(****),-0.1009(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3948(****),False,True,0.16179875514284225,142341
Model 444,9.1445(****),--,-2.8314(****),-183.6121(****),--,--,--,2.3766(***),1.5554(****),0.0290(),-0.1501(****),-0.0898(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3833(****),True,True,0.12331839106450948,142341
Model 445,17.9731(****),--,-5.9625(****),--,-5.2489(),-6.5719(****),--,--,1.5639(****),0.1686(****),-0.2484(****),-0.0735(****),0.0200(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4230(****),False,False,0.2197987811374389,143508
Model 446,15.6347(****),--,-4.1067(****),--,-20.1808(***),-3.2320(*),--,--,1.8865(****),0.0945(****),-0.0945(***),-0.0663(****),0.0247(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4222(****),True,False,0.18533614318452785,143508
Model 447,10.5234(****),--,-4.3938(****),--,-44.0555(****),-0.3023(),--,--,1.1173(****),0.0679(****),-0.3098(****),-0.1008(****),0.0258(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3987(****),False,True,0.1620731548496528,143508
Model 448,9.3505(****),--,-2.7739(****),--,-46.3056(****),1.8407(),--,--,1.5542(****),0.0270(),-0.1481(****),-0.0896(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3869(****),True,True,0.12376924246337051,143508
Model 449,17.9824(****),--,-5.9268(****),--,-12.5565(*),--,-1.5651(),--,1.5735(****),0.1718(****),-0.2504(****),-0.0734(****),0.0200(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4255(****),False,False,0.21847008775492904,142341
Model 450,15.6789(****),--,-4.1016(****),--,-21.2043(***),--,-5.5947(),--,1.8960(****),0.0970(****),-0.0955(***),-0.0662(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4231(****),True,False,0.18401080385924906,142341
Model 451,10.7851(****),--,-4.3372(****),--,-39.5406(****),--,-10.1730(),--,1.1219(****),0.0703(****),-0.3120(****),-0.1010(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3976(****),False,True,0.16178135376891167,142341
Model 452,9.5585(****),--,-2.7317(****),--,-41.8363(****),--,-6.8842(),--,1.5586(****),0.0294(),-0.1494(****),-0.0897(****),0.0313(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3859(****),True,True,0.12328055543547078,142341
Model 453,18.0040(****),--,-5.9284(****),--,-6.5929(),--,--,-2.4496(****),1.5571(****),0.1707(****),-0.2476(****),-0.0729(****),0.0199(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4232(****),False,False,0.21979009452965248,143508
Model 454,15.2218(****),--,-4.1916(****),--,-27.2734(****),--,--,1.1705(),1.8915(****),0.0935(****),-0.0946(***),-0.0660(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4248(****),True,False,0.18533206329949936,143508
Model 455,10.6441(****),--,-4.3842(****),--,-42.4887(****),--,--,-0.6664(),1.1158(****),0.0684(****),-0.3096(****),-0.1006(****),0.0259(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3982(****),False,True,0.162079523455381,143508
Model 456,9.0933(****),--,-2.8223(****),--,-51.0719(****),--,--,2.2247(***),1.5578(****),0.0256(),-0.1484(****),-0.0897(****),0.0310(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3890(****),True,True,0.12383346391721606,143508
Model 457,18.2103(****),--,-5.9593(****),--,--,-6.8392(****),0.0682(),--,1.5685(****),0.1707(****),-0.2506(****),-0.0737(****),0.0201(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4201(****),False,False,0.21854333040744267,142341
Model 458,15.7427(****),--,-4.1280(****),--,--,-3.9574(*),-9.6734(),--,1.8877(****),0.0956(****),-0.0960(***),-0.0665(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4127(****),True,False,0.1839772583564746,142341
Model 459,10.8969(****),--,-4.5922(****),--,--,-2.3266(),-23.5802(****),--,1.1306(****),0.0685(****),-0.3087(****),-0.1001(****),0.0256(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3783(****),False,True,0.16152794555814576,142341
Model 460,9.4443(****),--,-2.9000(****),--,--,-0.2279(),-20.0342(***),--,1.5557(****),0.0278(),-0.1483(****),-0.0895(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3655(****),True,True,0.12300047772977063,142341
Model 461,18.2318(****),--,-5.9301(****),--,--,-5.3660(***),--,-1.9222(**),1.5568(****),0.1699(****),-0.2478(****),-0.0732(****),0.0200(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4208(****),False,False,0.2198444800412105,143508
