dependents:d5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 558,--,-0.0444(****),--,-0.2810(**),0.0104(),--,--,-0.0139(****),-0.0004(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.02990508282086335,142341
Model 559,--,-0.0479(****),--,0.1315(),0.0388(),--,--,-0.0091(****),-0.0005(*),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(***),False,True,0.028107979601646238,142341
Model 560,--,-0.0431(****),--,-0.2903(**),0.0028(),--,--,-0.0118(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.026140412314888506,142341
Model 561,--,-0.0499(****),--,0.7658(****),--,-0.1081(****),0.1240(****),--,-0.0006(**),0.0001(***),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.03766424418733272,142341
Model 562,--,-0.0446(****),--,0.3441(****),--,-0.1139(****),0.0684(****),--,-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,False,0.035661001121502944,142341
Model 563,--,-0.0480(****),--,0.7641(****),--,-0.1088(****),0.1424(****),--,-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.03470366431902472,142341
Model 564,--,-0.0429(****),--,0.3188(****),--,-0.1140(****),0.0838(****),--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,True,0.03224576634553822,142341
Model 565,--,-0.0481(****),--,0.9446(****),--,-0.1013(****),--,-0.0047(***),-0.0005(**),0.0001(***),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.036733058307642286,142341
Model 566,--,-0.0429(****),--,0.4605(****),--,-0.1086(****),--,-0.0075(****),-0.0004(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,False,0.03559266166326713,142341
Model 567,--,-0.0466(****),--,0.9476(****),--,-0.1017(****),--,-0.0034(**),-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.033413994769581845,142341
Model 568,--,-0.0415(****),--,0.4318(****),--,-0.1093(****),--,-0.0053(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.03192534786040946,142341
Model 569,--,-0.0499(****),--,0.1254(**),--,--,0.1050(****),-0.0121(****),-0.0006(**),0.0001(****),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,False,0.03220801675816454,142341
Model 570,--,-0.0449(****),--,-0.3072(****),--,--,0.0640(****),-0.0151(****),-0.0004(*),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.030151710292660394,142341
Model 571,--,-0.0485(****),--,0.1067(**),--,--,0.1193(****),-0.0108(****),-0.0005(*),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,True,0.02903267174299129,142341
Model 572,--,-0.0436(****),--,-0.3509(****),--,--,0.0742(****),-0.0131(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.02647257256443447,142341
Model 573,--,-0.0494(****),--,--,0.0774(****),-0.0817(****),0.1420(****),--,-0.0007(***),0.0001(***),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.03612583403473424,142341
Model 574,--,-0.0435(****),--,--,-0.0385(**),-0.0993(****),0.0927(****),--,-0.0004(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.03541372418539468,142341
Model 575,--,-0.0476(****),--,--,0.0794(****),-0.0826(****),0.1593(****),--,-0.0004(*),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.033175996714108646,142341
Model 576,--,-0.0418(****),--,--,-0.0457(***),-0.0998(****),0.1084(****),--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.032067313622596405,142341
Model 577,--,-0.0602(****),--,--,0.1801(****),-0.1080(****),--,-0.0150(****),-0.0007(**),0.0001(***),-0.0002(**),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.05268667870081678,143508
Model 578,--,-0.0519(****),--,--,0.0083(),-0.1317(****),--,-0.0180(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.0532069627943923,143508
Model 579,--,-0.0577(****),--,--,0.1878(****),-0.1079(****),--,-0.0135(****),-0.0004(),0.0002(****),-0.0002(*),-0.0000(),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.046401251813054545,143508
Model 580,--,-0.0498(****),--,--,-0.0009(),-0.1322(****),--,-0.0149(****),-0.0002(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.046630395469667185,143508
Model 581,--,-0.0499(****),--,--,0.0254(*),--,0.1063(****),-0.0117(****),-0.0007(***),0.0001(****),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,False,0.032176931918862395,142341
Model 582,--,-0.0448(****),--,--,-0.0813(****),--,0.0691(****),-0.0155(****),-0.0004(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.030126981772780614,142341
Model 583,--,-0.0484(****),--,--,0.0223(),--,0.1204(****),-0.0105(****),-0.0005(*),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,True,0.02901128413670917,142341
Model 584,--,-0.0436(****),--,--,-0.0948(****),--,0.0801(****),-0.0135(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.026454313910841187,142341
Model 585,--,-0.0481(****),--,--,--,-0.0742(****),0.1711(****),-0.0033(**),-0.0007(***),0.0001(****),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),0.0000(),False,False,0.03586810350734049,142341
Model 586,--,-0.0430(****),--,--,--,-0.0964(****),0.0926(****),-0.0074(****),-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,False,0.03556304279573541,142341
Model 587,--,-0.0465(****),--,--,--,-0.0755(****),0.1865(****),-0.0021(),-0.0005(*),0.0002(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,True,0.032873468608972556,142341
Model 588,--,-0.0416(****),--,--,--,-0.0987(****),0.1037(****),-0.0055(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,True,0.03209153934251052,142341
Model 589,--,--,-0.0133(****),4.7753(****),-1.0333(****),-0.2096(****),--,--,-0.0006(**),0.0001(***),-0.0002(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(),-0.0000(****),False,False,0.022132689791134474,142341
Model 590,--,--,-0.0169(****),4.4171(****),-1.0918(****),-0.2195(****),--,--,-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.028431722381527358,142341
Model 591,--,--,-0.0132(****),4.5494(****),-0.9665(****),-0.2036(****),--,--,-0.0003(),0.0001(****),-0.0001(*),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(),-0.0000(****),False,True,0.01985145113393283,142341
Model 592,--,--,-0.0169(****),4.2746(****),-1.0525(****),-0.2156(****),--,--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.026093109259329506,142341
Model 593,--,--,-0.0137(****),0.1372(),-0.1381(****),--,0.0401(***),--,-0.0010(****),0.0001(***),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,False,0.007377724245072104,142341
Model 594,--,--,-0.0186(****),-0.4034(****),-0.1321(****),--,-0.0116(),--,-0.0007(***),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.013077826197302245,142341
Model 595,--,--,-0.0138(****),0.0040(),-0.0913(***),--,0.0666(****),--,-0.0006(**),0.0002(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(***),False,True,0.006081545054672288,142341
Model 596,--,--,-0.0189(****),-0.4814(****),-0.1095(****),--,0.0135(),--,-0.0004(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.011204202162247268,142341
Model 597,--,--,-0.0132(****),0.4122(****),-0.1104(****),--,--,-0.0271(****),-0.0010(****),0.0001(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.010751079085902115,142341
Model 598,--,--,-0.0179(****),-0.1342(),-0.1201(****),--,--,-0.0275(****),-0.0007(***),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,False,0.01625155335969608,142341
Model 599,--,--,-0.0134(****),0.2367(*),-0.0478(),--,--,-0.0252(****),-0.0007(***),0.0002(****),-0.0001(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.008776383249603947,142341
Model 600,--,--,-0.0182(****),-0.2592(**),-0.0867(**),--,--,-0.0244(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.01368226899374858,142341
Model 601,--,--,-0.0143(****),0.5825(****),--,-0.1267(****),0.0663(****),--,-0.0010(****),0.0001(**),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.015618459259748363,142341
Model 602,--,--,-0.0180(****),0.0742(),--,-0.1284(****),0.0057(),--,-0.0008(****),0.0001(*),-0.0001(*),-0.0000(*),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.021114501094823268,142341
Model 603,--,--,-0.0147(****),0.6245(****),--,-0.1295(****),0.1017(****),--,-0.0006(**),0.0002(****),-0.0001(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.01480860987377608,142341
Model 604,--,--,-0.0185(****),0.0834(),--,-0.1299(****),0.0359(***),--,-0.0005(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.019536545126336957,142341
Model 605,--,--,-0.0138(****),0.8098(****),--,-0.1130(****),--,-0.0201(****),-0.0010(****),0.0001(***),-0.0002(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.01717650574369578,142341
Model 606,--,--,-0.0175(****),0.2404(****),--,-0.1175(****),--,-0.0203(****),-0.0008(****),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.022787964889000922,142341
Model 607,--,--,-0.0142(****),0.8706(****),--,-0.1155(****),--,-0.0182(****),-0.0006(**),0.0002(****),-0.0001(*),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.01562024199139811,142341
Model 608,--,--,-0.0180(****),0.2479(****),--,-0.1199(****),--,-0.0169(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.020605618480147192,142341
Model 609,--,--,-0.0134(****),-0.0393(),--,--,0.0596(****),-0.0281(****),-0.0011(****),0.0001(****),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.01086734366670905,142341
Model 610,--,--,-0.0180(****),-0.5515(****),--,--,0.0162(),-0.0280(****),-0.0008(***),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.016128768437782326,142341
Model 611,--,--,-0.0136(****),-0.0370(),--,--,0.0882(****),-0.0266(****),-0.0007(***),0.0002(****),-0.0001(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.009269151527766084,142341
Model 612,--,--,-0.0184(****),-0.5846(****),--,--,0.0378(***),-0.0253(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,True,0.013698401139359051,142341
Model 613,--,--,-0.0136(****),--,-0.0016(),-0.1020(****),0.1009(****),--,-0.0011(****),0.0001(***),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.014550079812007288,142341
Model 614,--,--,-0.0176(****),--,-0.1330(****),-0.1177(****),0.0470(****),--,-0.0008(***),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.021895525052720743,142341
Model 615,--,--,-0.0140(****),--,0.0168(),-0.1042(****),0.1310(****),--,-0.0006(**),0.0002(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.013589759381972488,142341
Model 616,--,--,-0.0180(****),--,-0.1266(****),-0.1191(****),0.0742(****),--,-0.0005(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.02023796605406314,142341
Model 617,--,--,-0.0191(****),--,0.1050(****),-0.1263(****),--,-0.0347(****),-0.0014(****),0.0001(***),-0.0003(****),-0.0001(****),0.0000(*),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.03041668790598473,143508
Model 618,--,--,-0.0232(****),--,-0.0920(****),-0.1482(****),--,-0.0330(****),-0.0009(***),0.0001(**),-0.0002(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.04018707570353586,143508
Model 619,--,--,-0.0196(****),--,0.1406(****),-0.1272(****),--,-0.0323(****),-0.0007(**),0.0002(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.026556934556062117,143508
Model 620,--,--,-0.0237(****),--,-0.0815(****),-0.1495(****),--,-0.0285(****),-0.0004(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,True,0.03547941294588819,143508
Model 621,--,--,-0.0132(****),--,-0.0380(***),--,0.0700(****),-0.0274(****),-0.0011(****),0.0001(****),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.010936775190507286,142341
Model 622,--,--,-0.0180(****),--,-0.1633(****),--,0.0304(**),-0.0283(****),-0.0007(***),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,False,0.016292925914128786,142341
Model 623,--,--,-0.0135(****),--,-0.0275(*),--,0.0947(****),-0.0262(****),-0.0007(***),0.0002(****),-0.0002(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.009302811023454649,142341
Model 624,--,--,-0.0183(****),--,-0.1671(****),--,0.0502(****),-0.0257(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.01378269861117476,142341
Model 625,--,--,-0.0131(****),--,--,-0.0880(****),0.1249(****),-0.0185(****),-0.0011(****),0.0001(****),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.016136173480806315,142341
Model 626,--,--,-0.0174(****),--,--,-0.1108(****),0.0413(****),-0.0200(****),-0.0008(****),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.0227402241447745,142341
Model 627,--,--,-0.0135(****),--,--,-0.0903(****),0.1575(****),-0.0168(****),-0.0007(***),0.0002(****),-0.0002(**),-0.0001(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.014866373566964852,142341
Model 628,--,--,-0.0180(****),--,--,-0.1141(****),0.0651(****),-0.0171(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,True,0.020704434253029036,142341
Model 629,--,--,--,5.5893(****),-1.3309(****),-0.2410(****),0.2152(****),--,-0.0004(*),0.0001(**),-0.0001(**),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,False,0.021734340037408706,142341
Model 630,--,--,--,5.0387(****),-1.3025(****),-0.2446(****),0.1453(****),--,-0.0003(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(**),True,False,0.02502495658598558,142341
Model 631,--,--,--,5.4582(****),-1.2944(****),-0.2377(****),0.2345(****),--,-0.0002(),0.0001(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.02004026795725955,142341
Model 632,--,--,--,5.0172(****),-1.3012(****),-0.2436(****),0.1659(****),--,-0.0002(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(****),True,True,0.023047185756747135,142341
Model 633,--,--,--,4.6694(****),-1.0030(****),-0.1970(****),--,-0.0155(****),-0.0004(*),0.0001(***),-0.0001(*),-0.0000(**),0.0000(),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(***),False,False,0.02013183106277916,142341
Model 634,--,--,--,4.3632(****),-1.0655(****),-0.2129(****),--,-0.0143(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.024688330982935658,142341
Model 635,--,--,--,4.5113(****),-0.9598(****),-0.1935(****),--,-0.0136(****),-0.0002(),0.0001(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.017674924226467104,142341
Model 636,--,--,--,4.3214(****),-1.0612(****),-0.2128(****),--,-0.0112(****),-0.0002(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.02204055196413135,142341
Model 637,--,--,--,0.4762(****),-0.1814(****),--,0.0718(****),-0.0291(****),-0.0009(****),0.0001(****),-0.0002(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.008065744518451323,142341
Model 638,--,--,--,-0.1421(),-0.1456(****),--,0.0224(*),-0.0298(****),-0.0006(**),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,False,0.0111761371766681,142341
Model 639,--,--,--,0.3460(***),-0.1430(****),--,0.0928(****),-0.0272(****),-0.0006(**),0.0002(****),-0.0001(**),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.006225595643530979,142341
Model 640,--,--,--,-0.2039(*),-0.1383(****),--,0.0391(***),-0.0270(****),-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),0.0000(),True,True,0.008503347686443452,142341
Model 641,--,--,--,0.6195(****),--,-0.1133(****),0.0821(****),-0.0223(****),-0.0009(****),0.0001(***),-0.0002(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(****),-0.0001(****),False,False,0.014295694819210336,142341
Model 642,--,--,--,0.1646(**),--,-0.1204(****),0.0263(*),-0.0225(****),-0.0007(**),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.017981903774437646,142341
Model 643,--,--,--,0.6386(****),--,-0.1163(****),0.1116(****),-0.0206(****),-0.0005(*),0.0002(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.01294928667542794,142341
Model 644,--,--,--,0.1420(**),--,-0.1226(****),0.0473(****),-0.0195(****),-0.0004(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,True,0.0156185915292264,142341
Model 645,--,--,--,--,0.0085(),-0.0895(****),0.1128(****),-0.0199(****),-0.0009(****),0.0001(***),-0.0002(**),-0.0001(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.013111147064659212,142341
Model 646,--,--,--,--,-0.1128(****),-0.1097(****),0.0610(****),-0.0194(****),-0.0006(**),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.018461202523239906,142341
Model 647,--,--,--,--,0.0198(),-0.0923(****),0.1386(****),-0.0183(****),-0.0005(**),0.0002(****),-0.0001(**),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.011699272490970913,142341
Model 648,--,--,--,--,-0.1170(****),-0.1123(****),0.0811(****),-0.0164(****),-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,True,0.01615747421075253,142341
Model 649,-0.0633(****),-0.0451(****),-0.0046(****),-0.1000(),0.0862(***),--,--,--,-0.0003(),0.0002(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.04236905475876673,142341
Model 650,-0.0629(****),-0.0392(****),-0.0089(****),-0.5077(****),0.0529(*),--,--,--,-0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.04116729474287584,142341
Model 651,-0.0668(****),-0.0439(****),-0.0037(****),0.0119(),0.0518(),--,--,--,-0.0004(),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.039892979252605154,142341
Model 652,-0.0659(****),-0.0379(****),-0.0082(****),-0.3942(****),0.0142(),--,--,--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,True,0.038261346101182814,142341
Model 653,-0.0597(****),-0.0431(****),-0.0053(****),0.8706(****),--,-0.0937(****),--,--,-0.0003(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.046886624689453815,142341
Model 654,-0.0590(****),-0.0371(****),-0.0088(****),0.3731(****),--,-0.0997(****),--,--,-0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.046029314303293045,142341
Model 655,-0.0626(****),-0.0419(****),-0.0046(****),0.8458(****),--,-0.0902(****),--,--,-0.0003(),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.04410298312594996,142341
Model 656,-0.0613(****),-0.0358(****),-0.0083(****),0.3392(****),--,-0.0968(****),--,--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.04287791320167256,142341
Model 657,-0.0639(****),-0.0458(****),-0.0046(****),0.0207(),--,--,0.1134(****),--,-0.0003(),0.0002(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,False,0.043162298217349626,142341
Model 658,-0.0635(****),-0.0398(****),-0.0089(****),-0.4168(****),--,--,0.0749(****),--,-0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.041485890872967945,142341
Model 659,-0.0675(****),-0.0447(****),-0.0037(****),0.0079(),--,--,0.1237(****),--,-0.0004(*),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.04088818398411087,142341
Model 660,-0.0666(****),-0.0386(****),-0.0082(****),-0.4418(****),--,--,0.0850(****),--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,True,0.03870303420689358,142341
Model 661,-0.0624(****),-0.0438(****),-0.0047(****),0.2566(****),--,--,--,-0.0071(****),-0.0003(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.04251885921504872,142341
Model 662,-0.0618(****),-0.0376(****),-0.0089(****),-0.2296(****),--,--,--,-0.0102(****),-0.0002(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.04155534199352828,142341
