dependents:c2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 118,--,--,--,-28.3201(***),--,--,--,2.1514(****),0.4894(****),0.0824(****),-0.0951(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0891(****),True,False,0.07637360926466108,159558
Model 119,--,--,--,-92.8719(****),--,--,--,1.6337(****),0.1669(****),0.0846(****),-0.1695(****),-0.0150(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0762(****),False,True,0.0592230592485018,159558
Model 120,--,--,--,-41.3285(****),--,--,--,2.5498(****),0.3706(****),0.0635(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0766(****),True,True,0.046548337227854675,159558
Model 121,--,--,--,--,-5.0771(**),-1.9156(**),--,--,0.3609(****),0.1192(****),-0.1450(****),-0.0032(),0.0004(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0844(****),False,False,0.08971476473574702,160738
Model 122,--,--,--,--,2.9382(),0.6374(),--,--,0.4826(****),0.0827(****),-0.0937(****),-0.0041(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0848(****),True,False,0.07647150630136157,160738
Model 123,--,--,--,--,-17.7610(****),-0.1486(),--,--,0.1672(****),0.0835(****),-0.1675(****),-0.0144(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0755(****),False,True,0.05880820937585618,160738
Model 124,--,--,--,--,-4.8957(*),1.9414(**),--,--,0.3660(****),0.0637(****),-0.1091(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0748(****),True,True,0.046055889089344215,160738
Model 125,--,--,--,--,-9.3649(****),--,3.0247(),--,0.3603(****),0.1206(****),-0.1466(****),-0.0032(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0855(****),False,False,0.0890644325021207,159558
Model 126,--,--,--,--,2.3867(),--,2.4000(),--,0.4823(****),0.0839(****),-0.0946(****),-0.0042(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0848(****),True,False,0.0759328722493755,159558
Model 127,--,--,--,--,-17.7039(****),--,-1.2393(),--,0.1672(****),0.0850(****),-0.1689(****),-0.0145(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0755(****),False,True,0.05876197981979159,159558
Model 128,--,--,--,--,-3.6041(),--,1.5441(),--,0.3662(****),0.0651(****),-0.1099(****),-0.0122(****),0.0048(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0743(****),True,True,0.04588948624003575,159558
Model 129,--,--,--,--,-9.5577(****),--,--,0.6938(**),0.3641(****),0.1187(****),-0.1451(****),-0.0032(),0.0004(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0860(****),False,False,0.08970802785205323,160738
Model 130,--,--,--,--,-2.3184(),--,--,1.9198(****),0.4876(****),0.0810(****),-0.0944(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0870(****),True,False,0.0768557823347884,160738
Model 131,--,--,--,--,-22.1468(****),--,--,1.4521(****),0.1703(****),0.0824(****),-0.1678(****),-0.0148(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0770(****),False,True,0.05904707059786507,160738
Model 132,--,--,--,--,-10.1844(****),--,--,2.4466(****),0.3709(****),0.0621(****),-0.1096(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0771(****),True,True,0.04663241234193338,160738
Model 133,--,--,--,--,--,-3.1134(****),2.0314(),--,0.3583(****),0.1198(****),-0.1464(****),-0.0033(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0812(****),False,False,0.08910155680282772,159558
Model 134,--,--,--,--,--,0.5593(),2.8285(),--,0.4833(****),0.0840(****),-0.0945(****),-0.0041(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0859(****),True,False,0.07593077569164253,159558
Model 135,--,--,--,--,--,-1.6883(**),-7.1950(***),--,0.1715(****),0.0843(****),-0.1674(****),-0.0142(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0672(****),False,True,0.058369860826203546,159558
Model 136,--,--,--,--,--,1.5690(*),-0.9462(),--,0.3662(****),0.0648(****),-0.1097(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0724(****),True,True,0.04591280101792228,159558
Model 137,--,--,--,--,--,-3.2422(****),--,0.7862(***),0.3621(****),0.1176(****),-0.1450(****),-0.0032(),0.0004(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0814(****),False,False,0.08974431298081731,160738
Model 138,--,--,--,--,--,-0.9504(),--,1.9673(****),0.4863(****),0.0808(****),-0.0945(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0860(****),True,False,0.07686306611968874,160738
Model 139,--,--,--,--,--,-3.1030(****),--,1.0275(****),0.1736(****),0.0820(****),-0.1660(****),-0.0142(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0661(****),False,True,0.05845550438855096,160738
Model 140,--,--,--,--,--,-0.4347(),--,2.1290(****),0.3686(****),0.0621(****),-0.1094(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0721(****),True,True,0.046499431338175246,160738
Model 141,--,--,--,--,--,--,-1.8451(),0.2911(),0.3616(****),0.1193(****),-0.1459(****),-0.0031(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0808(****),False,False,0.08895516161678774,159558
Model 142,--,--,--,--,--,--,-0.9761(),1.8892(****),0.4882(****),0.0821(****),-0.0950(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0860(****),True,False,0.07630251183934167,159558
Model 143,--,--,--,--,--,--,-10.8531(****),0.8949(****),0.1741(****),0.0832(****),-0.1671(****),-0.0143(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0667(****),False,True,0.0584138751168517,159558
Model 144,--,--,--,--,--,--,-4.5356(*),2.2572(****),0.3707(****),0.0631(****),-0.1099(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0726(****),True,True,0.0464187279465339,159558
Model 145,2.8120(****),1.2391(****),-1.7621(****),--,--,--,--,--,0.3040(****),0.1164(****),-0.1496(****),-0.0066(**),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0781(****),False,False,0.09160721064417965,160738
Model 146,2.0628(****),0.8375(****),-1.1294(****),--,--,--,--,--,0.4567(****),0.0817(****),-0.0961(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0840(****),True,False,0.07735285081440402,160738
Model 147,0.2388(),0.7452(****),-1.2714(****),--,--,--,--,--,0.1560(****),0.0846(****),-0.1674(****),-0.0151(****),0.0019(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0649(****),False,True,0.05897430270369164,160738
Model 148,0.1333(),0.6317(****),-0.7430(****),--,--,--,--,--,0.3612(****),0.0646(****),-0.1096(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0717(****),True,True,0.04625750811456775,160738
Model 149,2.9209(****),1.1011(****),--,-69.9653(****),--,--,--,--,0.3308(****),0.1196(****),-0.1500(****),-0.0052(*),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0874(****),False,False,0.09031353107796891,159558
Model 150,2.0432(****),0.6084(****),--,-14.0410(),--,--,--,--,0.4699(****),0.0833(****),-0.0959(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0866(****),True,False,0.07632328400306043,159558
Model 151,0.1132(),0.7128(****),--,-81.7558(****),--,--,--,--,0.1622(****),0.0863(****),-0.1701(****),-0.0148(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0746(****),False,True,0.05907877169436182,159558
Model 152,-0.0175(),0.4803(**),--,-18.1848(*),--,--,--,--,0.3658(****),0.0656(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0739(****),True,True,0.04595585683826464,159558
Model 153,2.8527(****),0.9850(****),--,--,-12.1277(****),--,--,--,0.3350(****),0.1173(****),-0.1480(****),-0.0049(*),0.0006(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0856(****),False,False,0.09057336857643405,160738
Model 154,1.9747(****),0.5246(***),--,--,0.1918(),--,--,--,0.4687(****),0.0818(****),-0.0953(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0849(****),True,False,0.07685126157360223,160738
Model 155,0.1554(),0.7193(****),--,--,-20.0187(****),--,--,--,0.1655(****),0.0841(****),-0.1684(****),-0.0147(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0755(****),False,True,0.05895994450916864,160738
Model 156,0.0439(),0.4928(***),--,--,-4.5069(*),--,--,--,0.3655(****),0.0642(****),-0.1096(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0742(****),True,True,0.04606372150543936,160738
Model 157,3.0070(****),0.9568(****),--,--,--,-4.0286(****),--,--,0.3312(****),0.1160(****),-0.1478(****),-0.0050(*),0.0006(),0.0004(****),0.0001(****),-0.0002(****),0.0007(****),0.0799(****),False,False,0.09063312881252816,160738
Model 158,1.9903(****),0.5377(***),--,--,--,-0.2091(),--,--,0.4686(****),0.0818(****),-0.0953(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0851(****),True,False,0.07685195344471585,160738
Model 159,0.2778(),0.5141(***),--,--,--,-2.6210(****),--,--,0.1694(****),0.0832(****),-0.1666(****),-0.0142(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0658(****),False,True,0.05842318289122528,160738
Model 160,-0.0805(),0.3608(*),--,--,--,1.2259(*),--,--,0.3650(****),0.0638(****),-0.1094(****),-0.0122(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0717(****),True,True,0.04606181011664057,160738
Model 161,2.9067(****),0.8666(****),--,--,--,--,-4.5046(*),--,0.3365(****),0.1174(****),-0.1481(****),-0.0048(*),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0796(****),False,False,0.08974718498707213,159558
Model 162,2.0158(****),0.5454(***),--,--,--,--,0.5820(),--,0.4695(****),0.0829(****),-0.0959(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0850(****),True,False,0.07630456376958972,159558
Model 163,0.1342(),0.5015(***),--,--,--,--,-9.9629(****),--,0.1707(****),0.0844(****),-0.1676(****),-0.0143(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0663(****),False,True,0.05839487511620456,159558
Model 164,-0.0363(),0.4167(**),--,--,--,--,-0.6250(),--,0.3658(****),0.0652(****),-0.1101(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0720(****),True,True,0.04592294090935223,159558
Model 165,2.8124(****),0.8135(****),--,--,--,--,--,-0.2967(),0.3315(****),0.1158(****),-0.1472(****),-0.0047(*),0.0005(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0790(****),False,False,0.09034544546346557,160738
Model 166,1.7499(****),0.3099(*),--,--,--,--,--,1.5057(****),0.4732(****),0.0802(****),-0.0955(****),-0.0047(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0849(****),True,False,0.0771026136712879,160738
Model 167,0.0093(),0.3262(*),--,--,--,--,--,0.4593(*),0.1708(****),0.0823(****),-0.1661(****),-0.0142(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0648(****),False,True,0.058317364790541726,160738
Model 168,-0.3485(),0.1442(),--,--,--,--,--,2.0553(****),0.3689(****),0.0621(****),-0.1095(****),-0.0122(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0716(****),True,True,0.046508772185585245,160738
Model 169,3.2908(****),--,-1.4576(****),-51.0212(****),--,--,--,--,0.3144(****),0.1204(****),-0.1495(****),-0.0064(**),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0871(****),False,False,0.09088660537220694,159558
Model 170,2.2919(****),--,-0.9657(****),-2.7300(),--,--,--,--,0.4626(****),0.0832(****),-0.0955(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0862(****),True,False,0.07660229977798749,159558
Model 171,0.4155(),--,-1.0177(****),-69.3103(****),--,--,--,--,0.1533(****),0.0870(****),-0.1698(****),-0.0153(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0746(****),False,True,0.05939150682975369,159558
Model 172,0.1969(),--,-0.6187(****),-10.0629(),--,--,--,--,0.3631(****),0.0656(****),-0.1098(****),-0.0124(****),0.0048(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0739(****),True,True,0.04605172429718818,159558
Model 173,3.3244(****),--,-1.4930(****),--,-6.2811(***),--,--,--,0.3156(****),0.1178(****),-0.1476(****),-0.0062(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0843(****),False,False,0.09125467992537595,160738
Model 174,2.2827(****),--,-0.9807(****),--,3.4384(),--,--,--,0.4598(****),0.0817(****),-0.0949(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0840(****),True,False,0.07717107054383332,160738
Model 175,0.5564(),--,-1.0025(****),--,-15.9150(****),--,--,--,0.1564(****),0.0847(****),-0.1680(****),-0.0152(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0750(****),False,True,0.05925494031638179,160738
Model 176,0.3202(),--,-0.6045(****),--,-1.8920(),--,--,--,0.3624(****),0.0642(****),-0.1091(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0738(****),True,True,0.04614884014540688,160738
Model 177,3.4671(****),--,-1.5070(****),--,--,-2.9537(****),--,--,0.3131(****),0.1173(****),-0.1477(****),-0.0063(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0817(****),False,False,0.09135333809335155,160738
Model 178,2.2870(****),--,-0.9732(****),--,--,0.5801(),--,--,0.4617(****),0.0819(****),-0.0948(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0858(****),True,False,0.07716015264789389,160738
Model 179,0.6185(*),--,-1.1165(****),--,--,-2.0199(***),--,--,0.1582(****),0.0842(****),-0.1667(****),-0.0149(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0670(****),False,True,0.058901476376354456,160738
Model 180,0.1490(),--,-0.6385(****),--,--,1.7194(**),--,--,0.3622(****),0.0639(****),-0.1090(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0724(****),True,True,0.04619714442821787,160738
Model 181,3.2100(****),--,-1.5464(****),--,--,--,-1.0979(),--,0.3152(****),0.1185(****),-0.1486(****),-0.0062(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0808(****),False,False,0.09056048962847463,159558
Model 182,2.2443(****),--,-0.9773(****),--,--,--,2.6920(),--,0.4612(****),0.0830(****),-0.0957(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0855(****),True,False,0.07661280645737101,159558
Model 183,0.3990(),--,-1.1146(****),--,--,--,-7.7768(****),--,0.1593(****),0.0855(****),-0.1680(****),-0.0150(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0672(****),False,True,0.05886982406024799,159558
Model 184,0.1659(),--,-0.6338(****),--,--,--,0.8631(),--,0.3627(****),0.0654(****),-0.1098(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0726(****),True,True,0.04604224850753258,159558
Model 185,3.2013(****),--,-1.5507(****),--,--,--,--,0.2187(),0.3142(****),0.1167(****),-0.1475(****),-0.0061(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0805(****),False,False,0.09119406181152168,160738
Model 186,1.9857(****),--,-1.0454(****),--,--,--,--,1.7889(****),0.4650(****),0.0800(****),-0.0956(****),-0.0053(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0852(****),True,False,0.0775264673412388,160738
Model 187,0.2896(),--,-1.1599(****),--,--,--,--,0.7060(**),0.1598(****),0.0833(****),-0.1665(****),-0.0150(****),0.0019(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0658(****),False,True,0.05888320018441595,160738
Model 188,-0.1591(),--,-0.7018(****),--,--,--,--,2.2058(****),0.3659(****),0.0624(****),-0.1094(****),-0.0124(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0719(****),True,True,0.046711852637655205,160738
Model 189,3.0325(****),--,--,-210.3443(****),44.2982(****),--,--,--,0.3214(****),0.1189(****),-0.1492(****),-0.0051(*),0.0009(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0819(****),False,False,0.09044542426122704,159558
Model 190,2.1005(****),--,--,-86.4358(****),23.2983(****),--,--,--,0.4648(****),0.0831(****),-0.0957(****),-0.0052(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0837(****),True,False,0.07634943482215673,159558
Model 191,0.2683(),--,--,-104.9666(****),8.6513(),--,--,--,0.1623(****),0.0860(****),-0.1693(****),-0.0145(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0739(****),False,True,0.05895844583176846,159558
Model 192,0.0816(),--,--,-16.4086(),1.0043(),--,--,--,0.3659(****),0.0652(****),-0.1098(****),-0.0122(****),0.0048(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0740(****),True,True,0.045891266526706165,159558
Model 193,3.2383(****),--,--,-54.9892(****),--,-0.6953(),--,--,0.3364(****),0.1197(****),-0.1481(****),-0.0049(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0879(****),False,False,0.08999681980910657,159558
Model 194,2.1579(****),--,--,-13.1269(),--,0.8532(),--,--,0.4727(****),0.0833(****),-0.0950(****),-0.0049(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0877(****),True,False,0.07622929426185054,159558
Model 195,0.1664(),--,--,-91.4884(****),--,2.2038(**),--,--,0.1617(****),0.0859(****),-0.1695(****),-0.0146(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0763(****),False,True,0.05899820958348401,159558
Model 196,-0.0660(),--,--,-33.6706(***),--,2.9789(****),--,--,0.3665(****),0.0651(****),-0.1099(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0758(****),True,True,0.04599526610039972,159558
Model 197,3.1658(****),--,--,-66.8942(****),--,--,4.7131(*),--,0.3337(****),0.1196(****),-0.1485(****),-0.0049(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0883(****),False,False,0.09002319378976542,159558
Model 198,2.1575(****),--,--,-10.4797(),--,--,2.7039(),--,0.4709(****),0.0832(****),-0.0953(****),-0.0050(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0871(****),True,False,0.07623131011412154,159558
Model 199,0.2818(),--,--,-74.3516(****),--,--,-1.0013(),--,0.1635(****),0.0858(****),-0.1693(****),-0.0146(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0750(****),False,True,0.058942572731447096,159558
Model 200,0.0687(),--,--,-14.6499(),--,--,1.4028(),--,0.3657(****),0.0652(****),-0.1099(****),-0.0122(****),0.0048(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0742(****),True,True,0.04589386083235525,159558
Model 201,3.1152(****),--,--,-68.3573(****),--,--,--,0.7882(***),0.3399(****),0.1193(****),-0.1483(****),-0.0049(*),0.0008(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0890(****),False,False,0.09005631877569154,159558
Model 202,1.9647(****),--,--,-29.8143(***),--,--,--,2.0080(****),0.4775(****),0.0816(****),-0.0958(****),-0.0047(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0891(****),True,False,0.07662099279335777,159558
Model 203,0.0038(),--,--,-92.8705(****),--,--,--,1.6333(****),0.1669(****),0.0846(****),-0.1695(****),-0.0150(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0762(****),False,True,0.05922306010059797,159558
Model 204,-0.2650(),--,--,-41.2165(****),--,--,--,2.5721(****),0.3710(****),0.0635(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0765(****),True,True,0.04655271200411304,159558
Model 205,3.3393(****),--,--,--,-5.7953(**),-2.6973(****),--,--,0.3375(****),0.1172(****),-0.1464(****),-0.0047(*),0.0007(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0849(****),False,False,0.09042878114501307,160738
Model 206,2.1299(****),--,--,--,2.0056(),0.0494(),--,--,0.4699(****),0.0817(****),-0.0945(****),-0.0049(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0851(****),True,False,0.07677390666480466,160738
Model 207,0.3910(),--,--,--,-17.7391(****),-0.2552(),--,--,0.1664(****),0.0836(****),-0.1675(****),-0.0145(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.058817740356375214,160738
