dependents:d2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 555,--,-0.0482(****),--,-0.0676(),-0.0028(),--,0.1175(****),--,-0.0002(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,True,0.022925576808363046,159558
Model 556,--,-0.0432(****),--,-0.4328(****),-0.0177(),--,0.0618(****),--,-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(****),True,True,0.02022110265119481,159558
Model 557,--,-0.0476(****),--,0.0279(),0.0652(*),--,--,-0.0164(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.02583713855252967,159558
Model 558,--,-0.0427(****),--,-0.3473(**),0.0419(),--,--,-0.0194(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(*),True,False,0.023906092267884538,159558
Model 559,--,-0.0462(****),--,0.0319(),0.0593(*),--,--,-0.0150(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.0230722182949038,159558
Model 560,--,-0.0414(****),--,-0.3213(**),0.0224(),--,--,-0.0174(****),-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.021003007452823352,159558
Model 561,--,-0.0486(****),--,0.7012(****),--,-0.1166(****),0.1427(****),--,-0.0003(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.03073413514188239,159558
Model 562,--,-0.0432(****),--,0.3487(****),--,-0.1240(****),0.0790(****),--,-0.0002(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,False,0.028489180965188488,159558
Model 563,--,-0.0467(****),--,0.6894(****),--,-0.1161(****),0.1542(****),--,-0.0002(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.02819660538839497,159558
Model 564,--,-0.0414(****),--,0.3184(****),--,-0.1232(****),0.0887(****),--,-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,True,0.025833310438585944,159558
Model 565,--,-0.0466(****),--,0.9323(****),--,-0.1061(****),--,-0.0104(****),-0.0002(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.030116926380522657,159558
Model 566,--,-0.0415(****),--,0.5099(****),--,-0.1156(****),--,-0.0125(****),-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,False,0.02868888037683781,159558
Model 567,--,-0.0451(****),--,0.9168(****),--,-0.1056(****),--,-0.0092(****),-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.027341158290512424,159558
Model 568,--,-0.0400(****),--,0.4710(****),--,-0.1155(****),--,-0.0105(****),-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.025815975020147874,159558
Model 569,--,-0.0482(****),--,0.0856(*),--,--,0.1271(****),-0.0182(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,False,0.02658690381643969,159558
Model 570,--,-0.0432(****),--,-0.2805(****),--,--,0.0804(****),-0.0209(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(**),True,False,0.024177669742899588,159558
Model 571,--,-0.0467(****),--,0.0644(),--,--,0.1345(****),-0.0169(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.02391273541684824,159558
Model 572,--,-0.0419(****),--,-0.3234(****),--,--,0.0844(****),-0.0189(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.021312198530685,159558
Model 573,--,-0.0482(****),--,--,0.0668(****),-0.0911(****),0.1622(****),--,-0.0003(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.02965704733633534,159558
Model 574,--,-0.0423(****),--,--,-0.0330(*),-0.1086(****),0.1043(****),--,-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.028265411149474895,159558
Model 575,--,-0.0463(****),--,--,0.0647(****),-0.0909(****),0.1732(****),--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.02713882481559793,159558
Model 576,--,-0.0404(****),--,--,-0.0424(**),-0.1083(****),0.1149(****),--,-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.025677236573989348,159558
Model 577,--,-0.0573(****),--,--,0.1853(****),-0.1132(****),--,-0.0220(****),-0.0005(*),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0000(****),False,False,0.04332465167963717,160738
Model 578,--,-0.0493(****),--,--,0.0309(*),-0.1379(****),--,-0.0240(****),-0.0003(),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.042818865024705666,160738
Model 579,--,-0.0548(****),--,--,0.1864(****),-0.1125(****),--,-0.0207(****),-0.0002(),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.03804427459982074,160738
Model 580,--,-0.0470(****),--,--,0.0182(),-0.1378(****),--,-0.0212(****),-0.0001(),0.0001(*),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.03756580693515066,160738
Model 581,--,-0.0482(****),--,--,0.0206(),--,0.1269(****),-0.0180(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,False,0.02658059842120164,159558
Model 582,--,-0.0431(****),--,--,-0.0692(****),--,0.0839(****),-0.0214(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(**),True,False,0.02413802700264156,159558
Model 583,--,-0.0467(****),--,--,0.0146(),--,0.1347(****),-0.0168(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.023907844637065634,159558
Model 584,--,-0.0418(****),--,--,-0.0841(****),--,0.0891(****),-0.0194(****),-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.0212833687120334,159558
Model 585,--,-0.0467(****),--,--,--,-0.0795(****),0.1969(****),-0.0093(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),0.0000(**),False,False,0.02977031417253917,159558
Model 586,--,-0.0416(****),--,--,--,-0.1018(****),0.1135(****),-0.0125(****),-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,False,0.028705575361950952,159558
Model 587,--,-0.0450(****),--,--,--,-0.0802(****),0.2049(****),-0.0082(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),0.0000(*),False,True,0.027191744634533666,159558
Model 588,--,-0.0400(****),--,--,--,-0.1035(****),0.1181(****),-0.0107(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.0259578953338383,159558
Model 589,--,--,-0.0124(****),4.7054(****),-1.0190(****),-0.2159(****),--,--,-0.0003(),0.0001(*),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,False,0.016457615309558582,159558
Model 590,--,--,-0.0158(****),4.4517(****),-1.0847(****),-0.2295(****),--,--,-0.0002(),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.021311340629882047,159558
Model 591,--,--,-0.0121(****),4.5188(****),-0.9650(****),-0.2102(****),--,--,-0.0001(),0.0001(**),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(*),False,True,0.014946036933887186,159558
Model 592,--,--,-0.0157(****),4.3476(****),-1.0571(****),-0.2259(****),--,--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.01986005982026884,159558
Model 593,--,--,-0.0125(****),0.0585(),-0.1275(****),--,0.0525(****),--,-0.0007(***),0.0001(*),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(*),0.0000(****),-0.0000(*),-0.0000(),False,False,0.004949103442478564,159558
Model 594,--,--,-0.0173(****),-0.4432(****),-0.1139(***),--,-0.0060(),--,-0.0004(*),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.008931226154425431,159558
Model 595,--,--,-0.0125(****),-0.0525(),-0.0885(**),--,0.0775(****),--,-0.0004(*),0.0001(***),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,True,0.004158744336504427,159558
Model 596,--,--,-0.0174(****),-0.5007(****),-0.0976(***),--,0.0174(),--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.007800589006184078,159558
Model 597,--,--,-0.0121(****),0.3234(**),-0.0948(***),--,--,-0.0278(****),-0.0008(****),0.0001(**),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.007635171300712562,159558
Model 598,--,--,-0.0166(****),-0.1754(),-0.1000(***),--,--,-0.0285(****),-0.0005(*),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,False,0.011549424066412683,159558
Model 599,--,--,-0.0122(****),0.1624(),-0.0384(),--,--,-0.0260(****),-0.0005(*),0.0001(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.006307848110103209,159558
Model 600,--,--,-0.0168(****),-0.2846(**),-0.0721(*),--,--,-0.0255(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,True,0.009855111042261555,159558
Model 601,--,--,-0.0133(****),0.5211(****),--,-0.1310(****),0.0813(****),--,-0.0008(***),0.0001(),-0.0002(**),-0.0001(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.011535431315757183,159558
Model 602,--,--,-0.0167(****),0.0865(),--,-0.1353(****),0.0145(),--,-0.0006(**),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,False,0.01560058974690881,159558
Model 603,--,--,-0.0135(****),0.5565(****),--,-0.1333(****),0.1150(****),--,-0.0004(),0.0001(***),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.011061080956108915,159558
Model 604,--,--,-0.0171(****),0.0926(),--,-0.1364(****),0.0429(***),--,-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.014651787181409248,159558
Model 605,--,--,-0.0128(****),0.7624(****),--,-0.1165(****),--,-0.0210(****),-0.0008(***),0.0001(*),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.012762272909218608,159558
Model 606,--,--,-0.0163(****),0.2616(****),--,-0.1237(****),--,-0.0211(****),-0.0006(**),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,False,0.016977060117553178,159558
Model 607,--,--,-0.0131(****),0.8147(****),--,-0.1185(****),--,-0.0192(****),-0.0004(),0.0001(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.011709022039577799,159558
Model 608,--,--,-0.0167(****),0.2650(****),--,-0.1257(****),--,-0.0178(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.015544210909206546,159558
Model 609,--,--,-0.0123(****),-0.0948(*),--,--,0.0738(****),-0.0290(****),-0.0009(****),0.0001(**),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.007829500053014082,159558
Model 610,--,--,-0.0167(****),-0.5390(****),--,--,0.0255(*),-0.0292(****),-0.0005(**),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(****),True,False,0.011501654812775208,159558
Model 611,--,--,-0.0125(****),-0.0929(*),--,--,0.1009(****),-0.0276(****),-0.0005(*),0.0002(****),-0.0001(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.0067868024966641904,159558
Model 612,--,--,-0.0170(****),-0.5705(****),--,--,0.0449(***),-0.0265(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,True,0.009905458625524277,159558
Model 613,--,--,-0.0126(****),--,-0.0104(),-0.1072(****),0.1179(****),--,-0.0008(****),0.0001(*),-0.0002(***),-0.0001(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.010840484826578178,159558
Model 614,--,--,-0.0164(****),--,-0.1234(****),-0.1241(****),0.0568(****),--,-0.0005(*),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,False,0.016153783713143577,159558
Model 615,--,--,-0.0128(****),--,0.0055(),-0.1090(****),0.1464(****),--,-0.0004(),0.0001(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.010259396338765936,159558
Model 616,--,--,-0.0167(****),--,-0.1184(****),-0.1250(****),0.0823(****),--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.015157560312771046,159558
Model 617,--,--,-0.0175(****),--,0.1006(****),-0.1308(****),--,-0.0354(****),-0.0012(****),0.0001(**),-0.0003(****),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(****),-0.0001(****),False,False,0.023455274405113524,160738
Model 618,--,--,-0.0214(****),--,-0.0745(****),-0.1544(****),--,-0.0338(****),-0.0007(**),0.0001(*),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,False,0.030804853453430536,160738
Model 619,--,--,-0.0179(****),--,0.1334(****),-0.1313(****),--,-0.0334(****),-0.0005(*),0.0002(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.02060368585806449,160738
Model 620,--,--,-0.0219(****),--,-0.0655(****),-0.1553(****),--,-0.0295(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(*),True,True,0.02738264967861581,160738
Model 621,--,--,-0.0121(****),--,-0.0492(****),--,0.0845(****),-0.0285(****),-0.0009(****),0.0001(**),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.007904745054566509,159558
Model 622,--,--,-0.0166(****),--,-0.1555(****),--,0.0392(**),-0.0295(****),-0.0005(*),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.011598018926643694,159558
Model 623,--,--,-0.0124(****),--,-0.0399(***),--,0.1076(****),-0.0273(****),-0.0005(*),0.0002(****),-0.0001(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.006826666814823801,159558
Model 624,--,--,-0.0169(****),--,-0.1598(****),--,0.0568(****),-0.0269(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(),True,True,0.009948256210825734,159558
Model 625,--,--,-0.0122(****),--,--,-0.0931(****),0.1406(****),-0.0197(****),-0.0009(****),0.0001(**),-0.0002(***),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.012223748454912697,159558
Model 626,--,--,-0.0162(****),--,--,-0.1164(****),0.0533(****),-0.0210(****),-0.0006(**),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,False,0.016956747820658924,159558
Model 627,--,--,-0.0125(****),--,--,-0.0951(****),0.1718(****),-0.0182(****),-0.0005(*),0.0002(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.011419994471149164,159558
Model 628,--,--,-0.0167(****),--,--,-0.1194(****),0.0751(****),-0.0181(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,True,0.01564538516787428,159558
Model 629,--,--,--,5.5615(****),-1.3260(****),-0.2495(****),0.2362(****),--,-0.0002(),0.0001(),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(*),False,False,0.016590401290239698,159558
Model 630,--,--,--,5.0948(****),-1.3004(****),-0.2554(****),0.1607(****),--,-0.0001(),0.0000(),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),0.0000(****),True,False,0.019028166349165154,159558
Model 631,--,--,--,5.4525(****),-1.2959(****),-0.2460(****),0.2540(****),--,-0.0000(),0.0001(*),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,True,0.015534035857936224,159558
Model 632,--,--,--,5.0957(****),-1.3048(****),-0.2545(****),0.1797(****),--,-0.0001(),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(****),True,True,0.017870856273174418,159558
Model 633,--,--,--,4.5891(****),-0.9839(****),-0.2019(****),--,-0.0165(****),-0.0002(),0.0001(*),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,False,0.0151783645976582,159558
Model 634,--,--,--,4.3776(****),-1.0519(****),-0.2210(****),--,-0.0151(****),-0.0001(),0.0001(),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.018697507442066552,159558
Model 635,--,--,--,4.4559(****),-0.9489(****),-0.1988(****),--,-0.0143(****),-0.0001(),0.0001(**),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,True,0.013511886647096683,159558
Model 636,--,--,--,4.3649(****),-1.0562(****),-0.2215(****),--,-0.0117(****),-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.016996385998880537,159558
Model 637,--,--,--,0.3989(***),-0.1699(****),--,0.0856(****),-0.0298(****),-0.0007(**),0.0001(**),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,False,0.005859190607708897,159558
Model 638,--,--,--,-0.1672(),-0.1295(****),--,0.0310(*),-0.0307(****),-0.0004(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(),True,False,0.007950875423153092,159558
Model 639,--,--,--,0.2741(**),-0.1333(****),--,0.1054(****),-0.0280(****),-0.0004(),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,True,0.0046487229987092205,159558
Model 640,--,--,--,-0.2231(*),-0.1236(****),--,0.0457(***),-0.0278(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),0.0000(),True,True,0.006190206619708594,159558
Model 641,--,--,--,0.5654(****),--,-0.1170(****),0.0981(****),-0.0232(****),-0.0007(***),0.0001(*),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(****),-0.0001(****),False,False,0.010847678166571728,159558
Model 642,--,--,--,0.1805(***),--,-0.1262(****),0.0371(**),-0.0233(****),-0.0005(*),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,False,0.0135424997750474,159558
Model 643,--,--,--,0.5827(****),--,-0.1196(****),0.1267(****),-0.0215(****),-0.0003(),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.009993187775183543,159558
Model 644,--,--,--,0.1582(**),--,-0.1281(****),0.0565(****),-0.0202(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(**),-0.0000(*),-0.0001(****),True,True,0.012006867879873928,159558
Model 645,--,--,--,--,0.0018(),-0.0938(****),0.1305(****),-0.0209(****),-0.0007(***),0.0001(*),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.010037670088731687,159558
Model 646,--,--,--,--,-0.1017(****),-0.1147(****),0.0725(****),-0.0203(****),-0.0004(*),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(**),True,False,0.013844750014294194,159558
Model 647,--,--,--,--,0.0123(),-0.0963(****),0.1552(****),-0.0193(****),-0.0003(),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0000(****),False,True,0.009132721689354084,159558
Model 648,--,--,--,--,-0.1059(****),-0.1171(****),0.0909(****),-0.0172(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(),True,True,0.012356647405216359,159558
Model 649,-0.0677(****),-0.0441(****),-0.0055(****),-0.3176(**),0.1339(****),--,--,--,0.0001(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(*),False,False,0.034846263310982506,159558
Model 650,-0.0671(****),-0.0385(****),-0.0095(****),-0.6370(****),0.0923(**),--,--,--,0.0001(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.03323186622025409,159558
Model 651,-0.0729(****),-0.0429(****),-0.0044(****),-0.1273(),0.0733(**),--,--,--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(***),-0.0000(*),-0.0000(****),False,True,0.0332150132939909,159558
Model 652,-0.0717(****),-0.0372(****),-0.0087(****),-0.4586(****),0.0335(),--,--,--,-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.03142343695716876,159558
Model 653,-0.0637(****),-0.0424(****),-0.0061(****),0.8430(****),--,-0.1011(****),--,--,0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.03870580779109756,159558
Model 654,-0.0628(****),-0.0368(****),-0.0094(****),0.4089(****),--,-0.1086(****),--,--,0.0001(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.03749520524429095,159558
Model 655,-0.0683(****),-0.0414(****),-0.0052(****),0.7940(****),--,-0.0957(****),--,--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.036747936569317075,159558
Model 656,-0.0668(****),-0.0356(****),-0.0087(****),0.3603(****),--,-0.1042(****),--,--,-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.035406275708431356,159558
Model 657,-0.0683(****),-0.0446(****),-0.0055(****),-0.0533(),--,--,0.1319(****),--,0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),0.0000(),False,False,0.03555885487439159,159558
Model 658,-0.0677(****),-0.0389(****),-0.0096(****),-0.4220(****),--,--,0.0863(****),--,0.0001(),0.0001(*),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(**),True,False,0.03350241299647372,159558
Model 659,-0.0735(****),-0.0435(****),-0.0045(****),-0.0655(),--,--,0.1341(****),--,-0.0002(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(**),-0.0000(*),-0.0000(**),False,True,0.03404803834213532,159558
Model 660,-0.0725(****),-0.0377(****),-0.0087(****),-0.4443(****),--,--,0.0899(****),--,-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.03177800335646741,159558
Model 661,-0.0660(****),-0.0425(****),-0.0054(****),0.2572(****),--,--,--,-0.0126(****),0.0001(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.03526771549377661,159558
